degree_of_automation,onet_code,occupation,year
41,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2017
41,51-9198.00,Helpers--Production Workers Bright Outlook,2017
41,43-5041.00,"Meter Readers, Utilities",2017
41,17-2161.00,Nuclear Engineers Green Occupation,2017
41,43-4151.00,Order Clerks,2017
41,29-1051.00,Pharmacists,2017
41,51-9151.00,Photographic Process Workers and Processing Machine Operators,2017
41,11-9131.00,Postmasters and Mail Superintendents,2017
41,43-3021.01,Statement Clerks Bright Outlook,2017
41,43-9111.00,Statistical Assistants,2017
41,33-9093.00,Transportation Security Screeners,2017
41,43-9022.00,Word Processors and Typists,2017
40,45-2091.00,Agricultural Equipment Operators,2017
40,15-1199.06,Database Architects Bright Outlook,2017
40,43-9031.00,Desktop Publishers,2017
40,31-9099.02,Endoscopy Technicians Bright Outlook,2017
40,19-4041.02,Geological Sample Test Technicians Green Occupation,2017
40,53-7041.00,Hoist and Winch Operators,2017
40,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2017
40,43-4111.00,"Interviewers, Except Eligibility and Loan",2017
40,49-9043.00,"Maintenance Workers, Machinery",2017
40,29-2071.00,Medical Records and Health Information Technicians Bright Outlook,2017
40,19-1022.00,Microbiologists,2017
40,43-9071.00,"Office Machine Operators, Except Computer",2017
40,53-6021.00,Parking Lot Attendants,2017
40,43-5061.00,"Production, Planning, and Expediting Clerks Green Occupation",2017
40,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive Bright Outlook",2017
40,47-4091.00,Segmental Pavers,2017
40,51-6031.00,Sewing Machine Operators,2017
40,51-3023.00,Slaughterers and Meat Packers,2017
40,17-1022.00,Surveyors,2017
40,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2017
40,39-7012.00,Travel Guides,2017
39,11-2011.00,Advertising and Promotions Managers,2017
39,53-1011.00,Aircraft Cargo Handling Supervisors,2017
39,13-2021.01,Assessors,2017
39,17-2199.01,Biochemical Engineers Bright Outlook Green Occupation,2017
39,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2017
39,11-3021.00,Computer and Information Systems Managers Bright Outlook,2017
39,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic Bright Outlook",2017
39,11-3031.02,"Financial Managers, Branch or Department Bright Outlook",2017
39,45-1011.05,First-Line Supervisors of Logging Workers Green Occupation,2017
39,51-1011.00,First-Line Supervisors of Production and Operating Workers Green Occupation,2017
39,51-9071.06,Gem and Diamond Workers,2017
39,51-8099.04,Hydroelectric Plant Technicians Bright Outlook Green Occupation,2017
39,13-1081.01,Logistics Engineers Bright Outlook Green Occupation,2017
39,17-2199.04,Manufacturing Engineers Bright Outlook Green Occupation,2017
39,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2017
39,29-2057.00,Ophthalmic Medical Technicians Bright Outlook,2017
39,29-2099.05,Ophthalmic Medical Technologists Bright Outlook,2017
39,43-5081.04,"Order Fillers, Wholesale and Retail Sales Bright Outlook",2017
39,51-4062.00,"Patternmakers, Metal and Plastic",2017
39,17-3029.08,Photonics Technicians Bright Outlook Green Occupation,2017
39,43-5051.00,Postal Service Clerks,2017
39,11-9141.00,"Property, Real Estate, and Community Association Managers",2017
39,19-1031.02,Range Managers,2017
39,11-9199.07,Security Managers Bright Outlook,2017
39,39-1012.00,Slot Supervisors,2017
39,15-1199.01,Software Quality Assurance Engineers and Testers Bright Outlook,2017
39,53-7121.00,"Tank Car, Truck, and Ship Loaders",2017
39,15-1143.01,Telecommunications Engineering Specialists Bright Outlook,2017
39,53-6041.00,Traffic Technicians,2017
39,11-9199.09,Wind Energy Operations Managers Bright Outlook Green Occupation,2017
38,11-3011.00,Administrative Services Managers,2017
38,51-3011.00,Bakers,2017
38,13-1199.04,Business Continuity Planners Bright Outlook,2017
38,15-2041.02,Clinical Data Managers Bright Outlook,2017
38,15-1199.02,Computer Systems Engineers/Architects Bright Outlook,2017
38,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2017
38,33-3031.00,Fish and Game Wardens Green Occupation,2017
38,47-5081.00,Helpers--Extraction Workers,2017
38,11-3051.06,Hydroelectric Production Managers Bright Outlook Green Occupation,2017
38,13-1041.02,Licensing Examiners and Inspectors,2017
38,11-9081.00,Lodging Managers,2017
38,43-4031.02,Municipal Clerks,2017
38,33-3041.00,Parking Enforcement Workers,2017
38,33-3021.02,Police Identification and Records Officers,2017
38,51-4052.00,"Pourers and Casters, Metal",2017
38,29-2034.00,Radiologic Technologists,2017
38,41-3031.01,"Sales Agents, Securities and Commodities",2017
38,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2017
38,15-1199.10,Search Marketing Strategists Bright Outlook,2017
37,29-1141.01,Acute Care Nurses Bright Outlook,2017
37,41-2011.00,Cashiers Bright Outlook,2017
37,19-2031.00,Chemists Green Occupation,2017
37,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2017
37,41-2021.00,Counter and Rental Clerks Bright Outlook,2017
37,13-2041.00,Credit Analysts,2017
37,27-3041.00,Editors,2017
37,29-1062.00,Family and General Practitioners,2017
37,11-3051.02,Geothermal Production Managers Bright Outlook Green Occupation,2017
37,51-9022.00,"Grinding and Polishing Workers, Hand",2017
37,53-7051.00,Industrial Truck and Tractor Operators Bright Outlook Green Occupation,2017
37,11-9199.03,Investment Fund Managers Bright Outlook,2017
37,37-3011.00,Landscaping and Groundskeeping Workers Bright Outlook,2017
37,17-3029.06,Manufacturing Engineering Technologists Bright Outlook Green Occupation,2017
37,29-2033.00,Nuclear Medicine Technologists,2017
37,19-4099.02,Precision Agriculture Technicians Bright Outlook Green Occupation,2017
37,47-5061.00,"Roof Bolters, Mining",2017
37,17-2051.01,Transportation Engineers Bright Outlook Green Occupation,2017
37,17-2199.02,Validation Engineers Bright Outlook Green Occupation,2017
36,17-1011.00,"Architects, Except Landscape and Naval Green Occupation",2017
36,25-4011.00,Archivists,2017
36,51-3021.00,Butchers and Meat Cutters,2017
36,11-3111.00,Compensation and Benefits Managers,2017
36,17-2061.00,Computer Hardware Engineers,2017
36,43-4021.00,Correspondence Clerks,2017
36,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2017
36,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2017
36,15-1122.00,Information Security Analysts Bright Outlook,2017
36,13-2071.01,Loan Counselors Bright Outlook,2017
36,13-1161.00,Market Research Analysts and Marketing Specialists Bright Outlook,2017
36,43-6013.00,Medical Secretaries Bright Outlook,2017
36,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2017
36,29-1069.05,Nuclear Medicine Physicians Bright Outlook,2017
36,31-1014.00,Nursing Assistants Bright Outlook,2017
36,51-9123.00,"Painting, Coating, and Decorating Workers",2017
36,43-5052.00,Postal Service Mail Carriers,2017
36,27-2012.03,Program Directors,2017
36,27-3012.00,Public Address System and Other Announcers,2017
36,29-1069.10,Radiologists Bright Outlook,2017
36,49-9097.00,Signal and Track Switch Repairers,2017
36,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2017
35,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2017
35,11-9039.01,Distance Learning Coordinators Bright Outlook,2017
35,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2017
35,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers Bright Outlook Green Occupation",2017
35,17-3029.05,Industrial Engineering Technologists Bright Outlook Green Occupation,2017
35,19-2032.00,Materials Scientists Green Occupation,2017
35,17-2199.09,Nanosystems Engineers Bright Outlook Green Occupation,2017
35,15-1142.00,Network and Computer Systems Administrators,2017
35,53-7064.00,"Packers and Packagers, Hand Bright Outlook",2017
35,31-9097.00,Phlebotomists Bright Outlook,2017
35,43-9081.00,Proofreaders and Copy Markers,2017
35,29-1126.00,Respiratory Therapists,2017
35,21-1011.00,Substance Abuse and Behavioral Disorder Counselors Bright Outlook,2017
35,15-1134.00,Web Developers Bright Outlook,2017
34,45-2011.00,Agricultural Inspectors Green Occupation,2017
34,29-1061.00,Anesthesiologists Bright Outlook,2017
34,17-3027.01,Automotive Engineering Technicians Bright Outlook Green Occupation,2017
34,19-1021.00,Biochemists and Biophysicists,2017
34,43-5021.00,Couriers and Messengers,2017
34,51-9031.00,"Cutters and Trimmers, Hand",2017
34,53-3031.00,Driver/Sales Workers,2017
34,41-3099.01,Energy Brokers Bright Outlook Green Occupation,2017
34,13-1041.03,Equal Opportunity Representatives and Officers,2017
34,43-6011.00,Executive Secretaries and Executive Administrative Assistants,2017
34,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2017
34,11-9051.00,Food Service Managers,2017
34,21-1013.00,Marriage and Family Therapists Bright Outlook,2017
34,43-5031.00,"Police, Fire, and Ambulance Dispatchers",2017
34,27-4013.00,Radio Operators,2017
34,21-1015.00,Rehabilitation Counselors,2017
33,25-9011.00,Audio-Visual and Multimedia Collections Specialists,2017
33,15-1199.08,Business Intelligence Analysts Bright Outlook,2017
33,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food Bright Outlook",2017
33,23-2091.00,Court Reporters,2017
33,11-9161.00,Emergency Management Directors,2017
33,33-2021.02,Fire Investigators,2017
33,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers Bright Outlook,2017
33,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers Bright Outlook,2017
33,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,2017
33,47-4051.00,Highway Maintenance Workers,2017
33,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers Bright Outlook Green Occupation",2017
33,25-1082.00,"Library Science Teachers, Postsecondary",2017
33,53-7033.00,"Loading Machine Operators, Underground Mining",2017
33,11-9199.08,Loss Prevention Managers Bright Outlook,2017
33,53-7111.00,Mine Shuttle Car Operators,2017
33,17-3029.01,Non-Destructive Testing Specialists Bright Outlook,2017
33,21-1092.00,Probation Officers and Correctional Treatment Specialists,2017
33,47-5071.00,"Roustabouts, Oil and Gas",2017
33,47-2211.00,Sheet Metal Workers Green Occupation,2017
33,51-9195.03,"Stone Cutters and Carvers, Manufacturing",2017
33,11-3071.02,Storage and Distribution Managers Green Occupation,2017
33,25-1194.00,"Vocational Education Teachers, Postsecondary",2017
32,39-3091.00,Amusement and Recreation Attendants Bright Outlook,2017
32,17-2031.00,Biomedical Engineers Bright Outlook,2017
32,43-5011.00,Cargo and Freight Agents,2017
32,53-2012.00,Commercial Pilots,2017
32,15-1152.00,Computer Network Support Specialists,2017
32,15-1121.00,Computer Systems Analysts Bright Outlook,2017
32,13-1051.00,Cost Estimators,2017
32,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2017
32,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,2017
32,39-3011.00,Gaming Dealers,2017
32,11-1021.00,General and Operations Managers Bright Outlook Green Occupation,2017
32,15-1199.09,Information Technology Project Managers Bright Outlook,2017
32,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2017
32,19-1029.02,Molecular and Cellular Biologists Bright Outlook,2017
32,43-9061.00,"Office Clerks, General Bright Outlook",2017
32,29-1024.00,Prosthodontists Bright Outlook,2017
32,29-2054.00,Respiratory Therapy Technicians,2017
32,11-2022.00,Sales Managers Bright Outlook,2017
32,13-1199.02,Security Management Specialists Bright Outlook,2017
32,15-2041.00,Statisticians Bright Outlook,2017
32,43-5081.01,"Stock Clerks, Sales Floor Bright Outlook",2017
32,11-3131.00,Training and Development Managers,2017
31,11-9013.03,Aquacultural Managers Bright Outlook,2017
31,27-3021.00,Broadcast News Analysts,2017
31,17-2051.00,Civil Engineers Bright Outlook Green Occupation,2017
31,33-3021.03,Criminal Investigators and Special Agents,2017
31,29-1141.03,Critical Care Nurses Bright Outlook,2017
31,45-1011.06,First-Line Supervisors of Aquacultural Workers,2017
31,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers Bright Outlook,2017
31,13-2099.04,"Fraud Examiners, Investigators and Analysts Bright Outlook",2017
31,17-2111.01,Industrial Safety and Health Engineers Green Occupation,2017
31,51-4041.00,Machinists Bright Outlook Green Occupation,2017
31,13-1111.00,Management Analysts Bright Outlook,2017
31,17-2121.01,Marine Engineers,2017
31,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2017
31,11-9121.00,Natural Sciences Managers Green Occupation,2017
31,19-4051.01,Nuclear Equipment Operation Technicians Green Occupation,2017
31,29-9012.00,Occupational Health and Safety Technicians Green Occupation,2017
31,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",2017
31,19-4099.01,Quality Control Analysts Bright Outlook,2017
31,11-3051.01,Quality Control Systems Managers Bright Outlook,2017
31,41-9022.00,Real Estate Sales Agents,2017
31,53-1021.01,Recycling Coordinators Bright Outlook Green Occupation,2017
31,39-9041.00,Residential Advisors Bright Outlook,2017
31,21-1093.00,Social and Human Service Assistants Bright Outlook,2017
31,41-4011.07,Solar Sales Representatives and Assessors Bright Outlook Green Occupation,2017
31,51-4111.00,Tool and Die Makers,2017
31,29-1069.12,Urologists Bright Outlook,2017
31,11-9121.02,Water Resource Specialists Bright Outlook Green Occupation,2017
31,17-2081.01,Water/Wastewater Engineers Bright Outlook Green Occupation,2017
30,17-2021.00,Agricultural Engineers,2017
30,19-4011.01,Agricultural Technicians Green Occupation,2017
30,53-2022.00,Airfield Operations Specialists,2017
30,53-7061.00,Cleaners of Vehicles and Equipment Bright Outlook,2017
30,21-1094.00,Community Health Workers Bright Outlook,2017
30,47-2061.00,Construction Laborers Bright Outlook Green Occupation,2017
30,29-1069.02,Dermatologists Bright Outlook,2017
30,17-3024.00,Electro-Mechanical Technicians Green Occupation,2017
30,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2017
30,51-6092.00,Fabric and Apparel Patternmakers,2017
30,13-1074.00,Farm Labor Contractors,2017
30,39-4021.00,Funeral Attendants,2017
30,13-1041.04,Government Property Inspectors and Investigators,2017
30,25-1071.00,"Health Specialties Teachers, Postsecondary Bright Outlook",2017
30,11-3121.00,Human Resources Managers,2017
30,17-3026.00,Industrial Engineering Technicians Green Occupation,2017
30,11-3051.00,Industrial Production Managers Green Occupation,2017
30,17-1012.00,Landscape Architects Green Occupation,2017
30,17-2141.00,Mechanical Engineers Bright Outlook Green Occupation,2017
30,29-2081.00,"Opticians, Dispensing Bright Outlook",2017
30,31-2022.00,Physical Therapist Aides Bright Outlook,2017
30,29-1081.00,Podiatrists Bright Outlook,2017
30,33-3021.01,Police Detectives,2017
30,53-4031.00,Railroad Conductors and Yardmasters Green Occupation,2017
30,19-4099.03,Remote Sensing Technicians Bright Outlook Green Occupation,2017
30,33-9099.02,Retail Loss Prevention Specialists Bright Outlook,2017
30,53-5031.00,Ship Engineers,2017
30,15-1133.00,"Software Developers, Systems Software Bright Outlook Green Occupation",2017
30,27-2012.05,Technical Directors/Managers,2017
30,19-3099.01,Transportation Planners Bright Outlook Green Occupation,2017
30,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2017
30,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2017
29,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers Green Occupation",2017
29,29-1069.01,Allergists and Immunologists Bright Outlook,2017
29,17-2141.02,Automotive Engineers Bright Outlook Green Occupation,2017
29,21-1021.00,"Child, Family, and School Social Workers",2017
